CORE-ID,CDISC Rule ID,Organization,Standard Name,Standard Version,Status,Sensitivity,Rule Type,Executability,Scope,Error Message,Output Variables,Description,Check,Operations
FDA.SDTMIG.SE1126,SE1126,FDA,"SENDIG,SENDIG-AR,SENDIG-DART","3.0,3.1,3.1.1,1.0,1.1",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['FINDINGS']}, 'Domains': {'Include': []}}","Inconsistent value for --TPT within --TPTNUM, --DY, --CAT and/or --SCAT",,"All values of Planned Time Point Name (--TPT) variable should be the same for a given value of Planned Time Point Number (--TPTNUM) variable. Uniqueness for these time points is determined by a combination of the domain, study day, and, if present, category and/or subcategory (--CAT/--SCAT).",{'all': []},
FDA.SDTMIG.SE1127,SE1127,FDA,"SENDIG,SENDIG-AR,SENDIG-DART","3.0,3.1,3.1.1,1.0,1.1",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['FINDINGS']}, 'Domains': {'Include': []}}","Inconsistent value for --TPTNUM within --TPT, --DY, --CAT and/or --SCAT",,"All values of Planned Time Point Number (--TPTNUM) variable should be the same for a given value of Planned Time Point Name (--TPT) variable. Uniqueness for these time points is determined by a combination of the domain, Study Day (--DY), and, if present, category and/or subcategory (--CAT/--SCAT).",{'all': []},
FDA.SDTMIG.SE1148,SE1148,FDA,"SENDIG,SENDIG-AR,SENDIG-DART","3.0,3.1,3.1.1,1.0,1.1",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['INTERVENTIONS']}, 'Domains': {'Include': []}}",EXSTDTC date is before EXPSTDTC in TS domain,,Start Date/Time of Treatment (EXSTDTC) variable value must be greater than or equal to Date/Time of Experimental Start Date (EXPSTDTC) in Trial Summary (TS) domain.,{'all': []},
FDA.SDTMIG.SE1149,SE1149,FDA,"SENDIG,SENDIG-AR,SENDIG-DART","3.0,3.1,3.1.1,1.0,1.1",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['INTERVENTIONS']}, 'Domains': {'Include': []}}",EXSTDTC date is after EXPENDTC in TS domain,,Start Date/Time of Treatment (EXSTDTC) variable value must be less than or equal to Date/Time of Experimental End Date (EXPENDTC) in Trial Summary (TS) domain.,{'all': []},
FDA.SDTMIG.SE1150,SE1150,FDA,"SENDIG,SENDIG-AR,SENDIG-DART","3.0,3.1,3.1.1,1.0,1.1",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['INTERVENTIONS']}, 'Domains': {'Include': []}}",EXENDTC date is before EXPSTDTC in TS domain,,End Date/Time of Treatment (EXENDTC) variable value must be greater than or equal to Date/Time of Experimental Start Date (EXPSTDTC) in Trial Summary (TS) domain.,{'all': []},
FDA.SDTMIG.SE1151,SE1151,FDA,"SENDIG,SENDIG-AR,SENDIG-DART","3.0,3.1,3.1.1,1.0,1.1",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['INTERVENTIONS']}, 'Domains': {'Include': []}}",EXENDTC date is after EXPENDTC in TS domain,,End Date/Time of Treatment (EXENDTC) variable value must be less than or equal to Date/Time of Experimental End Date (EXPENDTC) in Trial Summary (TS) domain.,{'all': []},
FDA.SDTMIG.SE1152,SE1152,FDA,"SENDIG,SENDIG-AR,SENDIG-DART","3.0,3.1,3.1.1,1.0,1.1",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['INTERVENTIONS']}, 'Domains': {'Include': []}}",EXSTDTC date is before RFSTDTC,,Start Date/Time of Treatment (EXSTDTC) variable value must be greater than or equal to Subject Reference Start Date/Time (RFSTDTC).,{'all': []},
FDA.SDTMIG.SE1153,SE1153,FDA,"SENDIG,SENDIG-AR","3.0,3.1,3.1.1,1.0",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['TX']}}",Missing PLANMSUB Trial Set Parameter within SETCD,,'Planned Number of Male Subjects' (PLANMSUB) records should be populated for each SETCD in Trial Sets (TX) domain.,{'all': []},
FDA.SDTMIG.SE1154,SE1154,FDA,"SENDIG,SENDIG-AR,SENDIG-DART","3.0,3.1,3.1.1,1.0,1.1",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['TX']}}",Missing PLANFSUB Trial Set Parameter within SETCD,,'Planned Number of Female Subjects' (PLANFSUB) records should be populated for each SETCD in Trial Sets (TX) domain.,{'all': []},
FDA.SDTMIG.SE1155,SE1155,FDA,SENDIG-AR,1.0,Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['AG']}}",Missing AG dataset,,Procedure Agents (AG) dataset should be included in every Animal Rule study submission.,{'all': []},
FDA.SDTMIG.SE1156,SE1156,FDA,SENDIG-AR,1.0,Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['AC']}}",Missing AC dataset,,Challenge Agent Characterization (AC) dataset should be included in every Animal Rule study submission.,{'all': []},
FDA.SDTMIG.SE1157,SE1157,FDA,SENDIG-AR,1.0,Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['FINDINGS', 'FINDINGS ABOUT', 'INTERVENTIONS']}, 'Domains': {'Include': []}}","Non-missing value for --RSTMOD, when --RSTIND = 'N' or NULL",,Restraint Mode (--RSTMOD) variable should not be populated when Restraint Indicator (--RSTIND) variable is not 'Y' (--RSTIND = 'N' or NULL).,{'all': []},
FDA.SDTMIG.SE1158,SE1158,FDA,SENDIG-AR,1.0,Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['FINDINGS', 'FINDINGS ABOUT', 'INTERVENTIONS']}, 'Domains': {'Include': []}}","Missing value for --RSTMOD, when --RSTIND = 'Y'",,Restraint Mode (--RSTMOD) variable should be populated when Restraint Indicator (--RSTIND) variable is set to 'Y'.,{'all': []},
FDA.SDTMIG.SE2201,SE2201,FDA,"SENDIG,SENDIG-AR,SENDIG-DART","3.0,3.1,3.1.1,1.0,1.1",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['TS']}}",Missing both AGE and AGETXT Trial Summary Parameters,,'Age' (AGE) or 'Age Text' (AGETXT) records should be populated in Trial Summary (TS) domain.,{'all': []},
FDA.SDTMIG.SE2202,SE2202,FDA,"SENDIG,SENDIG-AR,SENDIG-DART","3.0,3.1,3.1.1,1.0,1.1",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['TS']}}",Missing AGEU Trial Summary Parameter,,'Age Unit' (AGEU) record should be populated in Trial Summary (TS) domain.,{'all': []},
FDA.SDTMIG.SE2203,SE2203,FDA,"SENDIG,SENDIG-AR,SENDIG-DART","3.0,3.1,3.1.1,1.0,1.1",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['TS']}}",Missing SDESIGN Trial Summary Parameter,,'Study Design' (SDESIGN) record should be populated in Trial Summary (TS) domain.,{'all': []},
FDA.SDTMIG.SE2204,SE2204,FDA,"SENDIG,SENDIG-AR,SENDIG-DART","3.0,3.1,3.1.1,1.0,1.1",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['TS']}}",Missing DOSDUR Trial Summary Parameter,,'Dosing Duration' (DOSDUR) record should be populated in Trial Summary (TS) domain.,{'all': []},
FDA.SDTMIG.SE2205,SE2205,FDA,"SENDIG,SENDIG-AR,SENDIG-DART","3.0,3.1,3.1.1,1.0,1.1",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['TS']}}",Missing EXPENDTC Trial Summary Parameter,,'Experimental End Date' (EXPENDTC) record should be populated in Trial Summary (TS) domain.,{'all': []},
FDA.SDTMIG.SE2206,SE2206,FDA,"SENDIG,SENDIG-AR,SENDIG-DART","3.0,3.1,3.1.1,1.0,1.1",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['TS']}}",Missing EXPSTDTC Trial Summary Parameter,,'Experimental Start Date' (EXPSTDTC) record should be populated in Trial Summary (TS) domain.,{'all': []},
FDA.SDTMIG.SE2207,SE2207,FDA,SENDIG,3.0,Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['TS']}}",Missing GLPTYP Trial Summary Parameter,,'Good Laboratory Practice Type' (GLPTYP) record should be populated in Trial Summary (TS) domain.,{'all': []},
FDA.SDTMIG.SE2208,SE2208,FDA,"SENDIG,SENDIG-AR,SENDIG-DART","3.0,3.1,3.1.1,1.0,1.1",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['TS']}}",Missing ROUTE Trial Summary Parameter,,'Route of Administration' (ROUTE) record should be populated in Trial Summary (TS) domain.,{'all': []},
FDA.SDTMIG.SE2209,SE2209,FDA,"SENDIG,SENDIG-AR,SENDIG-DART","3.0,3.1,3.1.1,1.0,1.1",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['TS']}}",Missing SNDIGVER Trial Summary Parameter,,'SEND Implementation Guide Version' (SNDIGVER) record should be populated in Trial Summary (TS) domain.,{'all': []},
FDA.SDTMIG.SE2210,SE2210,FDA,"SENDIG,SENDIG-AR,SENDIG-DART","3.0,3.1,3.1.1,1.0,1.1",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['TS']}}",Missing SNDCTVER Trial Summary Parameter,,'SEND Control Terminology Version' (SNDCTVER) record should be populated in Trial Summary (TS) domain.,{'all': []},
FDA.SDTMIG.SE2211,SE2211,FDA,"SENDIG,SENDIG-AR,SENDIG-DART","3.0,3.1,3.1.1,1.0,1.1",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['TS']}}",Missing SPECIES Trial Summary Parameter,,'Species' (SPECIES) record should be populated in Trial Summary (TS) domain.,{'all': []},
FDA.SDTMIG.SE2212,SE2212,FDA,"SENDIG,SENDIG-AR,SENDIG-DART","3.0,3.1,3.1.1,1.0,1.1",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['TS']}}",Missing SPLRNAM Trial Summary Parameter,,'Test Subject Supplier' (SPLRNAM) record should be populated in Trial Summary (TS) domain.,{'all': []},
FDA.SDTMIG.SE2213,SE2213,FDA,"SENDIG,SENDIG-AR,SENDIG-DART","3.0,3.1,3.1.1,1.0,1.1",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['TS']}}",Missing SPREFID Trial Summary Parameter,,'Sponsor's Reference ID' (SPREFID) record should be populated in Trial Summary (TS) domain.,{'all': []},
FDA.SDTMIG.SE2214,SE2214,FDA,"SENDIG,SENDIG-AR,SENDIG-DART","3.0,3.1,3.1.1,1.0,1.1",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['TS']}}",Missing SSPONSOR Trial Summary Parameter,,'Sponsoring Organization' (SSPONSOR) record should be populated in Trial Summary (TS) domain.,{'all': []},
FDA.SDTMIG.SE2215,SE2215,FDA,"SENDIG,SENDIG-AR,SENDIG-DART","3.0,3.1,3.1.1,1.0,1.1",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['TS']}}",Missing STCAT Trial Summary Parameter,,'Study Category' (STCAT) record should be populated in Trial Summary (TS) domain.,{'all': []},
FDA.SDTMIG.SE2216,SE2216,FDA,"SENDIG,SENDIG-AR,SENDIG-DART","3.0,3.1,3.1.1,1.0,1.1",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['TS']}}",Missing STDIR Trial Summary Parameter,,'Study Director' (STDIR) record should be populated in Trial Summary (TS) domain.,{'all': []},
FDA.SDTMIG.SE2217,SE2217,FDA,"SENDIG,SENDIG-AR,SENDIG-DART","3.0,3.1,3.1.1,1.0,1.1",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['TS']}}",Missing STRAIN Trial Summary Parameter,,'Strain/Substrain' (STRAIN) record should be populated in Trial Summary (TS) domain.,{'all': []},
FDA.SDTMIG.SE2218,SE2218,FDA,"SENDIG,SENDIG-AR,SENDIG-DART","3.0,3.1,3.1.1,1.0,1.1",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['TS']}}",Missing STSTDTC Trial Summary Parameter,,'Study Start Date' (STSTDTC) record should be populated in Trial Summary (TS) domain.,{'all': []},
FDA.SDTMIG.SE2219,SE2219,FDA,"SENDIG,SENDIG-AR,SENDIG-DART","3.0,3.1,3.1.1,1.0,1.1",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['TS']}}",Missing STITLE Trial Summary Parameter,,'Study Title' (STITLE) record should be populated in Trial Summary (TS) domain.,{'all': []},
FDA.SDTMIG.SE2220,SE2220,FDA,"SENDIG,SENDIG-AR,SENDIG-DART","3.0,3.1,3.1.1,1.0,1.1",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['TS']}}",Missing SSTYP Trial Summary Parameter,,'Study Type' (SSTYP) record should be populated in Trial Summary (TS) domain.,{'all': []},
FDA.SDTMIG.SE2221,SE2221,FDA,"SENDIG,SENDIG-AR,SENDIG-DART","3.0,3.1,3.1.1,1.0,1.1",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['TS']}}",Missing TRT Trial Summary Parameter,,'Investigational Therapy or Treatment' (TRT) record should be populated in Trial Summary (TS) domain.,{'all': []},
FDA.SDTMIG.SE2222,SE2222,FDA,"SENDIG,SENDIG-AR,SENDIG-DART","3.0,3.1,3.1.1,1.0,1.1",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['TS']}}",Missing TFCNTRY Trial Summary Parameter,,'Test Facility Country' (TFCNTRY) record should be populated in Trial Summary (TS) domain.,{'all': []},
FDA.SDTMIG.SE2223,SE2223,FDA,"SENDIG,SENDIG-AR,SENDIG-DART","3.0,3.1,3.1.1,1.0,1.1",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['TS']}}",Missing TSTFLOC Trial Summary Parameter,,'Test Facility Location' (TSTFLOC) record should be populated in Trial Summary (TS) domain.,{'all': []},
FDA.SDTMIG.SE2224,SE2224,FDA,"SENDIG,SENDIG-AR,SENDIG-DART","3.0,3.1,3.1.1,1.0,1.1",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['TS']}}",Missing TSTFNAM Trial Summary Parameter,,'Test Facility Name' (TSTFNAM) record should be populated in Trial Summary (TS) domain.,{'all': []},
FDA.SDTMIG.SE2225,SE2225,FDA,"SENDIG,SENDIG-AR,SENDIG-DART","3.0,3.1,3.1.1,1.0,1.1",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['TS']}}",Missing TRMSAC Trial Summary Parameter,,'Time to Terminal Sacrifice' (TRMSAC) record should be populated in Trial Summary (TS) domain.,{'all': []},
FDA.SDTMIG.SE2226,SE2226,FDA,"SENDIG,SENDIG-AR,SENDIG-DART","3.0,3.1,3.1.1,1.0,1.1",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['TS']}}",Missing TRTCAS Trial Summary Parameter,,'Primary Treatment CAS Registry Number' (TRTCAS) record should be populated in Trial Summary (TS) domain.,{'all': []},
FDA.SDTMIG.SE2227,SE2227,FDA,"SENDIG,SENDIG-AR,SENDIG-DART","3.0,3.1,3.1.1,1.0,1.1",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['TS']}}",Missing TRTV Trial Summary Parameter,,'Treatment Vehicle' (TRTV) record should be populated in Trial Summary (TS) domain.,{'all': []},
FDA.SDTMIG.SE2228,SE2228,FDA,"SENDIG,SENDIG-AR,SENDIG-DART","3.0,3.1,3.1.1,1.0,1.1",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['MI']}}","Missing --RESCAT value, when --STRESC is not 'NORMAL', 'UNREMARKABLE', or NULL (--STAT = 'NOT DONE')",,"Result Category (--RESCAT) should be populated for all abnormal findings, i.e., when Result or Finding in Standard Format (--STRESC) has a value other than 'NORMAL', 'UNREMARKABLE'  or missing (Completion Status (--STAT) = 'NOT DONE').",{'all': []},
FDA.SDTMIG.SE2229,SE2229,FDA,"SENDIG,SENDIG-AR,SENDIG-DART","3.0,3.1,3.1.1,1.0,1.1",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['MI', 'TF']}}",--STRESC/--RESCAT mismatch when --RESCAT = 'BENIGN' or 'MALIGNANT',,Result or Finding in Standard Format (--STRESC) values from (NEOPLASM) CT codelist should align with the malignancy status in Result Category (--RESCAT) when --RESCAT = 'BENIGN' or 'MALIGNANT'.,{'all': []},
FDA.SDTMIG.SE2230,SE2230,FDA,"SENDIG,SENDIG-AR,SENDIG-DART","3.0,3.1,3.1.1,1.0,1.1",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['TX']}}",Inconsistent value for SET within SETCD,,All values of Set Description (SET) should be the same for a given value of Set Code (SETCD).,{'all': []},
FDA.SDTMIG.SE2231,SE2231,FDA,"SENDIG,SENDIG-AR,SENDIG-DART","3.0,3.1,3.1.1,1.0,1.1",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['TX']}}",Inconsistent value for SETCD within SET,,All values of Set Code (SETCD) should be the same for a given value of Set Description (SET).,{'all': []},
FDA.SDTMIG.SE2232,SE2232,FDA,"SENDIG,SENDIG-AR,SENDIG-DART","3.0,3.1,3.1.1,1.0,1.1",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['TX']}}",Invalid TXVAL for ARMCD,,Planned Arm Code (ARMCD) values in TXVAL (TXPARMCD = 'ARMCD') should match entries in the Trial Arms (TA) dataset.,{'all': []},
FDA.SDTMIG.SE2233,SE2233,FDA,"SENDIG,SENDIG-AR,SENDIG-DART","3.0,3.1,3.1.1,1.0,1.1",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['MI']}}","--RESCAT should not be populated, when --STRESC is 'NORMAL', 'UNREMARKABLE', or NULL (--STAT = 'NOT DONE')",,"Result Category (--RESCAT) should not be populated when Result or Finding in Standard Format (--STRESC) is 'NORMAL', 'UNREMARKABLE'  or missing (Completion Status (--STAT) = 'NOT DONE').",{'all': []},
FDA.SDTMIG.SE2234,SE2234,FDA,"SENDIG,SENDIG-AR,SENDIG-DART","3.0,3.1,3.1.1,1.0,1.1",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['PC']}}",No record for --CALCN when --STRESC is below LOQ,,A numeric interpretation for calculations record (QNAM.PCCALCN) should be included in SUPPPC when the Result or Finding in Standard Format (PCSTRESC) is below the limit of quantification ('BLQ' or 'BQL') per guidance in the FDA Technical Conformance Guide.,{'all': []},
FDA.SDTMIG.SE2235,SE2235,FDA,"SENDIG,SENDIG-AR,SENDIG-DART","3.0,3.1,3.1.1,1.0,1.1",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['TS']}}",Multiple SNDIGVER records,,Trial Summary (TS) domain must contain only one record for the 'SNDIGVER' parameter.,{'all': []},
FDA.SDTMIG.SE2236,SE2236,FDA,"SENDIG,SENDIG-AR,SENDIG-DART","3.0,3.1,3.1.1,1.0,1.1",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['TS']}}",Multiple SNDCTVER records,,Trial Summary (TS) domain must contain only one record for the 'SNDCTVER' parameter.,{'all': []},
FDA.SDTMIG.SE2237,SE2237,FDA,"SENDIG,SENDIG-AR,SENDIG-DART","3.1,3.1.1,1.0,1.1",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['TS']}}",Value from NULLFLAV codelist is populated in TSVAL,,Values from the Null Flavor Reason (NULLFLAV) codelist should be populated in Parameter Null Flavor (TSVALNF) rather than Parameter Value (TSVAL) in the Trial Summary (TS) domain when using SENDIG v3.1 and later.,{'all': []},
FDA.SDTMIG.SE2238,SE2238,FDA,"SENDIG,SENDIG-AR,SENDIG-DART","3.0,3.1,3.1.1,1.0,1.1",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['TS']}}",Value from NY codelist is populated in TSVAL when TSPARMCD = 'GLPTYP',,Values from the No Yes Response (NY) codelist should not be populated in Parameter Value (TSVAL) when TSPARMCD = 'GLPTYP' (Good Laboratory Practice Type) in the Trial Summary (TS) domain.  The NY codelist should be used to populate TSVAL when TSPARMCD = 'GLPFL' (GLP Flag) and not when TSPARMCD = 'GLPTYP'.,{'all': []},
FDA.SDTMIG.SE2239,SE2239,FDA,"SENDIG,SENDIG-AR,SENDIG-DART","3.0,3.1,3.1.1,1.0,1.1",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['CL']}}",--RESCAT value is redundant with other variable values,,Value of Result Category (--RESCAT) should not be identical to that in Test Name (--TEST); Category (--CAT); and/or Subcategory (--SCAT).,{'all': []},
FDA.SDTMIG.SE2240,SE2240,FDA,"SENDIG,SENDIG-AR,SENDIG-DART","3.0,3.1,3.1.1,1.0,1.1",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['FINDINGS', 'FINDINGS ABOUT']}, 'Domains': {'Include': []}}",--ENDTC is after the latest Disposition date,,End Date/Time of Observation (--ENDTC) for an animal's live-phase findings should be less than or equal to the Start Date/Time of the latest Disposition Event (DSSTDTC).,{'all': []},
